,data_ref,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,renda
3450,2015-04-01,M,False,False,0,Servidor público,Superior completo,Casado,Casa,32,10.61917808219178,2.0,5511.54
3451,2015-04-01,M,True,False,0,Pensionista,Secundário,Casado,Casa,63,,2.0,2972.21
3452,2015-04-01,M,False,False,0,Assalariado,Secundário,Solteiro,Casa,41,22.71232876712329,1.0,13060.32
3453,2015-04-01,F,False,True,0,Empresário,Superior completo,Solteiro,Comunitário,33,6.076712328767122,1.0,3777.84
3454,2015-04-01,M,False,True,0,Pensionista,Superior completo,Casado,Casa,41,,2.0,11787.51
3455,2015-04-01,F,True,False,0,Assalariado,Superior completo,Casado,Comunitário,35,6.263013698630138,2.0,1887.89
3456,2015-04-01,F,False,True,0,Assalariado,Secundário,União,Casa,44,2.7150684931506848,2.0,1305.97
3457,2015-04-01,F,False,True,0,Assalariado,Superior completo,Casado,Casa,33,4.131506849315069,2.0,1191.1
3458,2015-04-01,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,44,7.4301369863013695,1.0,2295.08
3459,2015-04-01,F,True,True,1,Empresário,Superior completo,Casado,Casa,30,3.635616438356165,3.0,2023.96
3460,2015-04-01,F,False,True,1,Assalariado,Secundário,Casado,Casa,28,7.6,3.0,2175.66
3461,2015-04-01,F,False,True,0,Assalariado,Superior completo,Casado,Casa,29,4.095890410958904,2.0,4509.51
3462,2015-04-01,F,False,False,1,Assalariado,Secundário,Casado,Casa,41,0.3232876712328767,3.0,789.24
3463,2015-04-01,F,True,True,1,Servidor público,Secundário,União,Casa,33,1.2547945205479452,3.0,1855.97
3464,2015-04-01,F,False,False,0,Empresário,Secundário,Casado,Casa,38,5.282191780821917,2.0,1038.41
3465,2015-04-01,F,False,False,1,Assalariado,Superior incompleto,União,Casa,34,8.517808219178082,3.0,4007.98
3466,2015-04-01,F,False,True,1,Empresário,Secundário,Casado,Casa,51,11.271232876712329,3.0,6911.25
3467,2015-04-01,M,False,True,0,Assalariado,Secundário,Casado,Casa,54,4.304109589041096,2.0,3590.89
3468,2015-04-01,M,True,True,0,Empresário,Secundário,Casado,Aluguel,46,5.550684931506848,2.0,2051.74
3469,2015-04-01,F,True,True,0,Servidor público,Superior completo,Casado,Casa,41,5.767123287671232,2.0,5962.12
3470,2015-04-01,F,False,True,0,Empresário,Superior completo,Separado,Casa,43,1.0931506849315071,1.0,2866.68
3471,2015-04-01,M,False,False,0,Assalariado,Secundário,Casado,Casa,32,11.632876712328768,2.0,2606.59
3472,2015-04-01,F,True,True,0,Assalariado,Secundário,Casado,Casa,29,5.693150684931508,2.0,2104.23
3473,2015-04-01,F,True,False,0,Empresário,Secundário,Separado,Casa,48,28.641095890410963,1.0,4415.2
3474,2015-04-01,F,False,False,0,Pensionista,Secundário,Casado,Casa,62,,2.0,6644.27
3475,2015-04-01,F,False,True,0,Assalariado,Superior completo,Solteiro,Casa,48,10.345205479452057,1.0,1384.94
3476,2015-04-01,M,True,True,0,Assalariado,Superior completo,Casado,Casa,52,0.2,2.0,2949.24
3477,2015-04-01,F,True,True,1,Assalariado,Secundário,Separado,Casa,32,1.7753424657534247,2.0,1106.69
3478,2015-04-01,F,False,True,0,Pensionista,Superior completo,Casado,Casa,59,,2.0,13305.44
3479,2015-04-01,F,True,True,0,Assalariado,Secundário,Casado,Casa,36,5.720547945205479,2.0,3928.27
3480,2015-04-01,M,True,True,2,Assalariado,Superior completo,Casado,Casa,32,3.5753424657534247,4.0,4325.61
3481,2015-04-01,F,False,True,0,Pensionista,Secundário,Casado,Casa,64,,2.0,16045.24
3482,2015-04-01,M,True,True,0,Pensionista,Superior completo,Solteiro,Casa,62,,1.0,5964.33
3483,2015-04-01,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,48,4.950684931506848,1.0,4629.15
3484,2015-04-01,M,True,True,0,Assalariado,Secundário,Solteiro,Casa,26,2.2767123287671227,1.0,2354.11
3485,2015-04-01,F,False,True,0,Assalariado,Secundário,Viúvo,Casa,35,6.216438356164384,1.0,2252.37
3486,2015-04-01,F,True,True,0,Pensionista,Superior incompleto,Casado,Casa,58,,2.0,2821.84
3487,2015-04-01,F,False,False,0,Empresário,Secundário,Solteiro,Casa,29,2.424657534246576,1.0,575.01
3488,2015-04-01,F,False,True,0,Empresário,Superior completo,Solteiro,Casa,45,1.2,1.0,964.69
3489,2015-04-01,M,False,True,0,Assalariado,Secundário,Casado,Casa,44,2.3232876712328765,2.0,5437.35
3490,2015-04-01,F,False,False,0,Pensionista,Secundário,Viúvo,Casa,60,,1.0,4194.38
3491,2015-04-01,M,False,True,0,Assalariado,Secundário,Casado,Casa,35,9.7013698630137,2.0,13703.2
3492,2015-04-01,F,False,True,0,Assalariado,Secundário,Separado,Casa,43,6.594520547945206,1.0,1430.58
3493,2015-04-01,F,False,True,0,Assalariado,Superior completo,Casado,Casa,31,2.246575342465753,2.0,2953.07
3494,2015-04-01,M,False,True,1,Servidor público,Superior completo,Casado,Casa,30,1.03013698630137,3.0,816.2
3495,2015-04-01,F,False,True,0,Pensionista,Secundário,Casado,Casa,65,,2.0,3142.22
3496,2015-04-01,F,False,False,1,Empresário,Superior incompleto,Casado,Casa,40,20.27671232876712,3.0,2513.21
3497,2015-04-01,M,True,False,0,Pensionista,Superior completo,Solteiro,Casa,38,10.082191780821915,1.0,15367.3
3498,2015-04-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,43,3.5835616438356164,2.0,1363.97
3499,2015-04-01,F,False,False,0,Pensionista,Secundário,Viúvo,Casa,65,,1.0,1892.99
3500,2015-04-01,M,True,True,1,Assalariado,Secundário,Casado,Casa,39,6.931506849315069,3.0,1900.84
3501,2015-04-01,F,True,False,1,Assalariado,Superior completo,Casado,Casa,25,4.597260273972604,3.0,1229.2
3502,2015-04-01,F,False,False,0,Assalariado,Secundário,Casado,Com os pais,27,1.6219178082191783,2.0,873.75
3503,2015-04-01,F,False,True,3,Empresário,Secundário,Casado,Casa,35,2.115068493150685,5.0,1965.77
3504,2015-04-01,F,False,True,0,Servidor público,Secundário,Casado,Casa,58,2.2136986301369856,2.0,2905.77
3505,2015-04-01,F,False,True,0,Empresário,Superior completo,Solteiro,Comunitário,33,6.076712328767122,1.0,5081.19
3506,2015-04-01,F,False,True,1,Assalariado,Secundário,Casado,Casa,30,3.849315068493152,3.0,1758.86
3507,2015-04-01,F,False,False,0,Assalariado,Secundário,Viúvo,Casa,43,1.3698630136986298,1.0,777.75
3508,2015-04-01,M,True,True,0,Assalariado,Secundário,Casado,Casa,38,2.5232876712328767,2.0,1338.42
3509,2015-04-01,F,False,True,1,Assalariado,Superior completo,Casado,Casa,37,6.0465753424657525,3.0,1536.5
3510,2015-04-01,F,False,True,2,Servidor público,Secundário,Casado,Casa,50,11.356164383561644,4.0,3438.77
3511,2015-04-01,M,False,False,2,Assalariado,Secundário,Casado,Aluguel,39,3.328767123287671,4.0,4751.0
3512,2015-04-01,F,False,False,0,Assalariado,Secundário,Solteiro,Casa,46,18.12054794520548,1.0,5695.11
3513,2015-04-01,F,True,True,2,Empresário,Superior completo,Casado,Casa,37,17.361643835616437,4.0,5223.75
3514,2015-04-01,F,False,False,0,Pensionista,Secundário,Casado,Casa,59,,2.0,1233.58
3515,2015-04-01,M,True,True,2,Assalariado,Superior completo,Casado,Casa,36,2.7178082191780817,4.0,3458.1
3516,2015-04-01,M,True,False,0,Assalariado,Superior incompleto,Casado,Casa,32,2.4465753424657533,2.0,2695.58
3517,2015-04-01,F,False,True,0,Empresário,Secundário,Casado,Casa,57,4.336986301369863,2.0,6497.34
3518,2015-04-01,F,False,False,1,Assalariado,Secundário,Casado,Casa,48,4.304109589041096,3.0,637.09
3519,2015-04-01,F,True,True,0,Pensionista,Secundário,Casado,Casa,59,,2.0,2847.07
3520,2015-04-01,M,True,True,0,Pensionista,Secundário,Casado,Casa,38,,2.0,7479.77
3521,2015-04-01,F,True,True,0,Pensionista,Secundário,Casado,Casa,54,,2.0,3871.06
3522,2015-04-01,F,False,True,0,Assalariado,Secundário,Separado,Casa,46,0.6328767123287671,1.0,1013.42
3523,2015-04-01,F,False,True,0,Pensionista,Superior completo,Casado,Casa,55,,2.0,3239.6
3524,2015-04-01,M,True,True,1,Assalariado,Secundário,Casado,Casa,40,14.18082191780822,3.0,8270.72
3525,2015-04-01,F,False,False,1,Assalariado,Secundário,Casado,Casa,32,3.263013698630137,3.0,6411.42
3526,2015-04-01,F,True,True,0,Pensionista,Secundário,Casado,Casa,64,,2.0,1075.64
3527,2015-04-01,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,65,,1.0,1608.8
3528,2015-04-01,F,False,True,2,Empresário,Secundário,Casado,Casa,27,6.342465753424658,4.0,3435.18
3529,2015-04-01,F,False,True,0,Empresário,Superior completo,Casado,Casa,47,3.2931506849315078,2.0,1099.44
3530,2015-04-01,M,True,True,0,Empresário,Secundário,União,Casa,27,5.452054794520548,2.0,2394.04
3531,2015-04-01,F,False,False,0,Empresário,Superior completo,União,Casa,25,0.9287671232876712,2.0,6603.49
3532,2015-04-01,F,False,True,0,Empresário,Secundário,Casado,Casa,53,7.884931506849315,2.0,4330.61
3533,2015-04-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,51,5.046575342465753,2.0,932.79
3534,2015-04-01,M,True,False,0,Assalariado,Superior completo,Solteiro,Casa,34,5.717808219178082,1.0,3924.31
3535,2015-04-01,F,True,True,1,Assalariado,Superior completo,Casado,Casa,31,6.780821917808219,3.0,8563.14
3536,2015-04-01,F,True,True,0,Assalariado,Secundário,Casado,Casa,45,6.556164383561644,2.0,1655.29
3537,2015-04-01,F,False,True,0,Pensionista,Secundário,Solteiro,Casa,66,,1.0,552.07
3538,2015-04-01,F,False,True,1,Assalariado,Secundário,Casado,Casa,29,0.3479452054794521,3.0,1792.08
3539,2015-04-01,F,False,True,1,Assalariado,Secundário,Casado,Casa,31,2.8109589041095893,3.0,2627.21
3540,2015-04-01,F,True,True,0,Servidor público,Superior completo,Solteiro,Casa,60,41.2,1.0,12255.41
3541,2015-04-01,M,False,True,1,Empresário,Secundário,União,Casa,34,5.767123287671232,3.0,4021.42
3542,2015-04-01,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,66,,1.0,1437.44
3543,2015-04-01,M,False,False,0,Assalariado,Secundário,Solteiro,Com os pais,32,9.6,1.0,2682.92
3544,2015-04-01,F,False,True,0,Pensionista,Secundário,Casado,Casa,64,,2.0,3294.37
3545,2015-04-01,F,False,True,0,Pensionista,Primário,Casado,Casa,61,,2.0,2146.43
3546,2015-04-01,M,True,True,1,Empresário,Secundário,Casado,Casa,39,5.6,3.0,2734.22
3547,2015-04-01,F,False,True,1,Servidor público,Superior completo,Casado,Casa,30,4.846575342465753,3.0,1195.37
3548,2015-04-01,F,False,False,0,Assalariado,Secundário,Casado,Casa,54,12.772602739726029,2.0,5849.41
3549,2015-04-01,F,False,True,0,Pensionista,Secundário,Casado,Casa,58,,2.0,4990.37
3550,2015-04-01,F,False,False,0,Empresário,Secundário,Casado,Casa,46,8.038356164383561,2.0,15035.36
3551,2015-04-01,F,False,True,0,Empresário,Secundário,Casado,Casa,48,6.471232876712329,2.0,2852.77
3552,2015-04-01,F,True,False,0,Assalariado,Superior completo,Casado,Comunitário,35,6.263013698630138,2.0,4101.18
3553,2015-04-01,M,True,True,0,Empresário,Superior completo,Casado,Casa,27,2.8027397260273967,2.0,1769.88
3554,2015-04-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,56,6.358904109589042,2.0,3035.87
3555,2015-04-01,M,False,False,0,Assalariado,Secundário,Solteiro,Casa,25,4.693150684931507,1.0,2173.63
3556,2015-04-01,M,True,True,2,Empresário,Secundário,Casado,Casa,36,3.2684931506849315,4.0,4682.77
3557,2015-04-01,F,False,True,1,Assalariado,Secundário,Solteiro,Casa,41,9.134246575342466,2.0,3288.76
3558,2015-04-01,M,False,False,0,Empresário,Secundário,União,Com os pais,24,2.695890410958904,2.0,2145.54
3559,2015-04-01,F,True,False,0,Empresário,Secundário,Casado,Casa,40,1.3643835616438356,2.0,3557.57
3560,2015-04-01,F,False,True,2,Assalariado,Secundário,Casado,Casa,26,6.320547945205481,4.0,2167.22
3561,2015-04-01,F,False,False,0,Assalariado,Secundário,Casado,Governamental,42,12.221917808219178,2.0,6790.04
3562,2015-04-01,M,True,True,2,Assalariado,Secundário,Casado,Casa,33,11.81917808219178,4.0,4947.87
3563,2015-04-01,F,False,False,0,Empresário,Secundário,Casado,Casa,47,8.438356164383563,2.0,4069.58
3564,2015-04-01,F,False,True,2,Assalariado,Secundário,Casado,Casa,47,7.057534246575343,4.0,2464.81
3565,2015-04-01,M,True,False,0,Assalariado,Secundário,Casado,Casa,38,4.18082191780822,2.0,1407.63
3566,2015-04-01,F,False,False,0,Assalariado,Secundário,Casado,Casa,50,10.772602739726029,2.0,3711.17
3567,2015-04-01,M,True,True,0,Empresário,Secundário,Casado,Casa,58,4.646575342465753,2.0,13117.01
3568,2015-04-01,F,True,True,0,Empresário,Superior completo,Separado,Casa,56,13.189041095890412,1.0,1925.82
3569,2015-04-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,54,0.8383561643835616,2.0,2212.04
3570,2015-04-01,M,True,False,1,Assalariado,Secundário,Casado,Casa,33,7.123287671232878,3.0,3688.27
3571,2015-04-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,41,22.945205479452056,2.0,2340.02
3572,2015-04-01,F,False,True,1,Assalariado,Superior completo,Casado,Casa,35,3.6821917808219182,3.0,2455.01
3573,2015-04-01,F,False,True,0,Servidor público,Secundário,Casado,Casa,47,11.69041095890411,2.0,8644.19
3574,2015-04-01,F,False,True,0,Pensionista,Secundário,União,Casa,55,,2.0,2124.75
3575,2015-04-01,M,True,True,0,Pensionista,Secundário,Casado,Casa,57,,2.0,3671.16
3576,2015-04-01,M,True,True,0,Pensionista,Superior completo,Casado,Casa,66,,2.0,8505.6
3577,2015-04-01,F,False,False,0,Assalariado,Superior completo,União,Com os pais,27,2.9342465753424656,2.0,2110.94
3578,2015-04-01,F,True,True,0,Assalariado,Secundário,Solteiro,Casa,54,1.6849315068493151,1.0,1083.68
3579,2015-04-01,F,False,True,0,Pensionista,Superior completo,Casado,Casa,64,,2.0,1917.04
3580,2015-04-01,F,False,True,0,Pensionista,Secundário,Casado,Casa,62,,2.0,6249.6
3581,2015-04-01,F,False,True,0,Empresário,Superior completo,Casado,Casa,51,13.2986301369863,2.0,1877.76
3582,2015-04-01,M,False,True,1,Assalariado,Secundário,Casado,Casa,44,3.4356164383561643,3.0,5305.18
3583,2015-04-01,F,False,True,0,Servidor público,Superior completo,Casado,Casa,50,22.695890410958903,2.0,18268.08
3584,2015-04-01,F,False,True,0,Empresário,Superior completo,Solteiro,Comunitário,33,6.076712328767122,1.0,3777.84
3585,2015-04-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,55,8.471232876712326,2.0,2072.02
3586,2015-04-01,M,True,True,0,Assalariado,Secundário,União,Casa,49,18.523287671232875,2.0,18665.0
3587,2015-04-01,M,False,True,0,Assalariado,Secundário,Casado,Casa,54,1.5178082191780822,2.0,3968.95
3588,2015-04-01,M,True,True,0,Assalariado,Secundário,Casado,Casa,35,2.0465753424657533,2.0,3734.29
3589,2015-04-01,F,True,True,0,Assalariado,Secundário,União,Casa,40,2.904109589041096,2.0,1451.61
3590,2015-04-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,58,18.271232876712325,2.0,7640.87
3591,2015-04-01,M,False,True,0,Pensionista,Secundário,Casado,Casa,46,,2.0,1849.14
3592,2015-04-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,33,12.2,2.0,1875.13
3593,2015-04-01,M,True,False,0,Empresário,Secundário,Solteiro,Casa,46,0.3506849315068493,1.0,3050.26
3594,2015-04-01,F,False,False,2,Assalariado,Secundário,Casado,Governamental,38,0.6794520547945205,4.0,4773.05
3595,2015-04-01,M,True,False,0,Assalariado,Secundário,Casado,Casa,42,10.96986301369863,2.0,2707.49
3596,2015-04-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,47,6.849315068493151,2.0,1826.3
3597,2015-04-01,F,False,False,0,Empresário,Secundário,Solteiro,Casa,44,8.517808219178082,1.0,3364.02
3598,2015-04-01,F,False,True,0,Pensionista,Secundário,Casado,Casa,58,,2.0,2226.2
3599,2015-04-01,M,False,False,1,Assalariado,Secundário,Casado,Com os pais,34,3.638356164383562,3.0,12081.76
3600,2015-04-01,F,False,False,1,Empresário,Secundário,Separado,Casa,29,8.673972602739726,2.0,3802.33
3601,2015-04-01,M,True,True,0,Assalariado,Secundário,União,Casa,33,6.742465753424658,2.0,3334.77
3602,2015-04-01,F,False,True,0,Assalariado,Secundário,Solteiro,Governamental,55,4.756164383561643,1.0,1656.48
3603,2015-04-01,F,False,True,0,Pensionista,Secundário,Casado,Casa,60,,2.0,1654.06
3604,2015-04-01,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,45,25.97808219178082,1.0,2769.46
3605,2015-04-01,F,False,True,0,Pensionista,Secundário,Casado,Casa,58,,2.0,1513.82
3606,2015-04-01,M,True,False,0,Pensionista,Primário,Casado,Casa,62,,2.0,1515.55
3607,2015-04-01,F,False,False,0,Pensionista,Secundário,Viúvo,Casa,60,,1.0,1911.06
3608,2015-04-01,F,False,False,1,Assalariado,Superior completo,Casado,Com os pais,48,7.104109589041097,3.0,831.82
3609,2015-04-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,38,7.783561643835616,2.0,1471.48
3610,2015-04-01,F,True,True,0,Assalariado,Superior completo,Separado,Casa,47,23.2027397260274,1.0,3229.3
3611,2015-04-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,33,12.2,2.0,1875.13
3612,2015-04-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,37,15.035616438356165,2.0,1138.45
3613,2015-04-01,F,False,True,2,Servidor público,Superior completo,Casado,Casa,30,9.802739726027395,4.0,11512.63
3614,2015-04-01,M,True,False,2,Assalariado,Secundário,Casado,Casa,35,11.936986301369863,4.0,2976.91
3615,2015-04-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,51,2.0575342465753423,2.0,1694.93
3616,2015-04-01,F,False,False,0,Empresário,Primário,Casado,Governamental,52,0.6328767123287671,2.0,810.23
3617,2015-04-01,F,False,False,1,Empresário,Secundário,Separado,Casa,41,21.86027397260274,2.0,3700.56
3618,2015-04-01,M,False,False,1,Assalariado,Secundário,Casado,Casa,27,1.5178082191780822,3.0,1265.89
3619,2015-04-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,48,10.73150684931507,2.0,4021.03
3620,2015-04-01,F,False,True,3,Empresário,Secundário,Casado,Casa,45,1.1287671232876713,5.0,2988.22
3621,2015-04-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,50,18.6054794520548,2.0,3307.79
3622,2015-04-01,F,False,True,2,Assalariado,Secundário,Separado,Casa,37,3.6301369863013697,3.0,2413.39
3623,2015-04-01,F,True,False,0,Empresário,Secundário,União,Casa,33,5.375342465753425,2.0,619.54
3624,2015-04-01,M,False,True,0,Assalariado,Secundário,Solteiro,Casa,46,0.6794520547945205,2.0,2804.2
3625,2015-04-01,M,True,True,0,Pensionista,Secundário,Casado,Casa,64,,2.0,1291.76
3626,2015-04-01,F,True,False,4,Servidor público,Secundário,Casado,Casa,39,5.035616438356166,6.0,3791.52
3627,2015-04-01,M,True,False,0,Assalariado,Superior completo,União,Casa,32,8.471232876712326,2.0,4761.08
3628,2015-04-01,M,True,True,0,Assalariado,Secundário,União,Casa,34,13.687671232876712,2.0,17745.75
3629,2015-04-01,F,False,True,0,Pensionista,Secundário,Solteiro,Casa,60,,1.0,4157.01
3630,2015-04-01,F,False,True,0,Pensionista,Secundário,Solteiro,Casa,56,,1.0,1480.46
3631,2015-04-01,F,True,True,0,Pensionista,Superior completo,Casado,Casa,55,,2.0,805.1
3632,2015-04-01,F,False,True,2,Servidor público,Superior completo,Casado,Casa,30,9.802739726027395,4.0,3577.34
3633,2015-04-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,48,16.972602739726028,2.0,3097.17
3634,2015-04-01,F,True,False,0,Assalariado,Secundário,União,Casa,47,23.69041095890411,2.0,4941.39
3635,2015-04-01,F,False,False,0,Assalariado,Superior completo,Casado,Governamental,48,29.28493150684932,2.0,2915.64
3636,2015-04-01,F,False,False,0,Assalariado,Secundário,Casado,Casa,47,8.967123287671232,2.0,3358.67
3637,2015-04-01,F,False,True,1,Assalariado,Secundário,Casado,Casa,47,3.032876712328767,3.0,1847.68
3638,2015-04-01,F,True,True,0,Assalariado,Secundário,Casado,Casa,50,4.986301369863013,2.0,5988.98
3639,2015-04-01,F,False,True,0,Empresário,Superior completo,Casado,Casa,41,6.101369863013699,2.0,7297.16
3640,2015-04-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,49,1.7945205479452055,2.0,4339.89
3641,2015-04-01,F,False,True,1,Empresário,Secundário,União,Casa,45,5.101369863013699,3.0,5783.43
3642,2015-04-01,F,False,False,0,Assalariado,Secundário,Casado,Casa,50,9.265753424657532,2.0,2995.18
3643,2015-04-01,M,False,True,0,Empresário,Superior completo,Separado,Casa,50,7.520547945205481,1.0,9051.84
3644,2015-04-01,F,False,True,2,Empresário,Superior completo,Casado,Casa,42,6.019178082191781,4.0,10044.42
3645,2015-04-01,F,False,True,0,Assalariado,Secundário,Separado,Casa,52,6.0630136986301375,1.0,1090.83
3646,2015-04-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,37,15.035616438356165,2.0,5609.05
3647,2015-04-01,M,True,True,1,Assalariado,Secundário,Casado,Casa,27,0.8575342465753425,3.0,2798.52
3648,2015-04-01,F,True,False,0,Empresário,Secundário,Casado,Casa,48,1.9315068493150684,2.0,3655.02
3649,2015-04-01,M,True,True,0,Assalariado,Superior completo,Casado,Casa,60,10.558904109589042,2.0,11668.34
3650,2015-04-01,M,False,False,0,Empresário,Superior incompleto,Solteiro,Casa,26,0.6,1.0,18130.36
3651,2015-04-01,M,True,False,0,Assalariado,Superior completo,Casado,Com os pais,28,1.1945205479452057,2.0,2762.08
3652,2015-04-01,M,True,True,2,Assalariado,Secundário,Casado,Casa,40,10.789041095890411,4.0,1310.49
3653,2015-04-01,F,False,False,0,Servidor público,Superior incompleto,Casado,Casa,28,8.178082191780822,2.0,2236.7
3654,2015-04-01,F,False,False,2,Servidor público,Secundário,Casado,Casa,33,5.435616438356163,4.0,3531.41
3655,2015-04-01,F,False,False,0,Pensionista,Secundário,Casado,Casa,56,,2.0,2331.05
3656,2015-04-01,F,False,False,0,Servidor público,Superior completo,Casado,Casa,46,11.849315068493151,2.0,1920.67
3657,2015-04-01,F,True,False,2,Assalariado,Superior incompleto,Casado,Casa,34,6.0630136986301375,4.0,2624.02
3658,2015-04-01,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,59,,1.0,1311.45
3659,2015-04-01,F,False,True,0,Assalariado,Superior completo,União,Casa,30,6.934246575342466,2.0,4719.25
3660,2015-04-01,F,True,True,0,Assalariado,Secundário,Casado,Casa,33,2.33972602739726,2.0,1184.18
3661,2015-04-01,F,False,False,1,Assalariado,Secundário,Casado,Casa,44,5.367123287671234,3.0,1084.58
3662,2015-04-01,M,True,False,1,Assalariado,Secundário,Casado,Casa,26,0.3808219178082192,3.0,3586.38
3663,2015-04-01,F,True,False,1,Assalariado,Superior completo,Casado,Casa,32,7.747945205479453,3.0,10815.85
3664,2015-04-01,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,50,26.528767123287672,1.0,1624.01
3665,2015-04-01,F,True,False,2,Assalariado,Superior completo,União,Governamental,30,3.52054794520548,4.0,2540.81
3666,2015-04-01,F,False,False,1,Assalariado,Secundário,União,Casa,34,1.0767123287671232,3.0,1699.5
3667,2015-04-01,F,False,False,0,Assalariado,Superior completo,Separado,Casa,37,5.298630136986302,1.0,11071.18
3668,2015-04-01,F,False,False,0,Empresário,Superior completo,Casado,Com os pais,54,4.216438356164384,2.0,1302.67
3669,2015-04-01,M,False,False,0,Servidor público,Secundário,Casado,Casa,39,0.8657534246575342,2.0,7599.88
3670,2015-04-01,M,False,True,0,Pensionista,Secundário,Casado,Casa,44,,2.0,6054.72
3671,2015-04-01,F,True,True,1,Assalariado,Superior completo,Casado,Casa,36,1.0767123287671232,3.0,2274.63
3672,2015-04-01,F,False,False,1,Assalariado,Superior completo,Casado,Casa,28,4.120547945205479,3.0,1485.73
3673,2015-04-01,M,True,True,1,Assalariado,Superior completo,Casado,Casa,28,4.098630136986301,3.0,3677.43
3674,2015-04-01,F,True,True,0,Empresário,Superior completo,União,Casa,38,10.438356164383563,2.0,1918.69
3675,2015-04-01,M,False,False,0,Assalariado,Secundário,Casado,Casa,33,5.498630136986302,2.0,4576.11
3676,2015-04-01,M,True,True,1,Assalariado,Secundário,Casado,Casa,39,6.931506849315069,3.0,2740.36
3677,2015-04-01,M,False,False,0,Assalariado,Superior completo,Casado,Casa,41,2.912328767123288,2.0,11514.39
3678,2015-04-01,F,False,False,0,Servidor público,Secundário,Casado,Casa,54,8.605479452054794,2.0,5659.52
3679,2015-04-01,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,67,,1.0,5778.92
3680,2015-04-01,F,False,True,1,Empresário,Secundário,Casado,Casa,34,9.778082191780822,3.0,2346.01
3681,2015-04-01,M,True,False,3,Assalariado,Secundário,Casado,Casa,27,9.52054794520548,5.0,3721.31
3682,2015-04-01,F,False,False,1,Servidor público,Superior completo,Solteiro,Casa,43,24.70958904109589,2.0,2790.05
3683,2015-04-01,M,False,False,0,Assalariado,Secundário,Casado,Com os pais,32,1.704109589041096,2.0,1591.47
3684,2015-04-01,F,True,True,0,Pensionista,Superior completo,Casado,Casa,62,,2.0,1035.96
3685,2015-04-01,F,False,False,0,Assalariado,Superior incompleto,Casado,Casa,46,7.361643835616437,2.0,6679.66
3686,2015-04-01,M,False,True,0,Assalariado,Secundário,Separado,Casa,43,7.967123287671233,1.0,16345.97
3687,2015-04-01,M,False,True,1,Assalariado,Secundário,Separado,Casa,33,0.7972602739726027,2.0,1586.89
3688,2015-04-01,M,True,False,2,Assalariado,Secundário,Casado,Casa,43,10.375342465753423,4.0,5952.34
3689,2015-04-01,M,False,True,0,Assalariado,Secundário,Separado,Casa,48,4.18082191780822,1.0,2104.47
3690,2015-04-01,F,False,True,0,Assalariado,Secundário,Separado,Casa,53,0.7616438356164383,1.0,1856.84
3691,2015-04-01,F,False,False,0,Pensionista,Secundário,Viúvo,Governamental,62,,1.0,2200.4
3692,2015-04-01,F,False,True,0,Pensionista,Secundário,Solteiro,Casa,66,,1.0,1022.51
3693,2015-04-01,F,False,False,0,Servidor público,Superior completo,Casado,Casa,40,15.282191780821917,2.0,5265.79
3694,2015-04-01,F,False,False,0,Assalariado,Secundário,Solteiro,Casa,55,23.56438356164384,1.0,5005.45
3695,2015-04-01,F,False,True,2,Assalariado,Superior completo,Casado,Casa,30,6.27123287671233,4.0,3457.91
3696,2015-04-01,F,False,True,0,Servidor público,Secundário,Casado,Casa,53,9.183561643835615,2.0,1067.68
3697,2015-04-01,F,True,True,0,Pensionista,Secundário,Casado,Casa,65,,2.0,5165.42
3698,2015-04-01,F,False,True,1,Assalariado,Superior completo,Casado,Casa,28,6.706849315068491,3.0,13912.35
3699,2015-04-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,40,6.747945205479453,2.0,2448.93
3700,2015-04-01,F,False,True,0,Pensionista,Secundário,União,Casa,55,,2.0,2124.75
3701,2015-04-01,F,False,True,0,Pensionista,Secundário,Solteiro,Casa,55,,1.0,4815.56
